GFA_sqm,Building_Type,Num_Floors,Year_Built,Structure_Type,Actual_Scope3_tCO2e,Intensity_kgCO2e_m2,City,Country,Latitude,Longitude
30715,Office,38,1999,Concrete,18185.56854844705,592.0745091469006,Dublin,Ireland,53.37651488498612,-6.202941873187656
22826,Office,33,1980,Timber,8441.874465194585,369.83590927865527,Berlin,Germany,52.52262324781385,13.347161165067087
43274,Education,12,2009,Steel,26845.526539736296,620.3615690654041,Stockholm,Sweden,59.25063978140256,18.14110803556319
17251,Education,20,2010,Steel,11112.134947183817,644.1443943646059,Amsterdam,Netherlands,52.386645106324906,4.904176435689502
47577,Healthcare,12,1992,Steel,31348.098424503733,658.891868434406,Dublin,Ireland,53.30992376649196,-6.281855823450433
22359,Healthcare,9,2019,Concrete,11995.409597180595,536.4913277508205,Paris,France,48.924627570749564,2.3068201897357437
35318,Residential,36,1984,Concrete,21449.580198496977,607.3271475875467,Lisbon,Portugal,38.78736780345607,-9.174639640174647
30187,Education,26,1984,Mixed,13878.688331415087,459.7571249682011,Berlin,Germany,52.43217205869702,13.51010436665997
48860,Education,14,1994,Steel,27742.087576929927,567.7873020247631,Madrid,Spain,40.4872326083102,-3.697296426651646
36001,Office,14,2008,Mixed,15375.640356143933,427.0892574135144,Madrid,Spain,40.39859654209162,-3.7056194978870955
15781,Education,33,2018,Mixed,7970.392247071995,505.0625592213418,London,United Kingdom,51.68036207368656,0.008242928243732073
44738,Education,6,2014,Mixed,16954.480213973624,378.97269019566414,Rome,Italy,41.91148819343272,12.59566616153545
6972,Healthcare,11,2006,Mixed,3163.98509304339,453.81312292647584,London,United Kingdom,51.410547775081355,-0.27379834790440793
11255,Residential,12,2014,Steel,7102.221790745277,631.0281466677278,Rome,Italy,41.85562243351076,12.436887038116852
5055,Residential,27,1999,Steel,3259.0615271369643,644.7203812338208,Madrid,Spain,40.30422996466988,-3.7162134044032107
13390,Residential,33,1980,Steel,9008.95308563807,672.8120302941053,Paris,France,48.916685243028816,2.3387830909770937
32225,Office,7,2010,Mixed,11634.897342727978,361.0518958177805,Lisbon,Portugal,38.726752703024836,-9.096158605079308
4513,Healthcare,24,2024,Timber,1779.50864453475,394.3072556026479,Dublin,Ireland,53.33215330088383,-6.293069858037196
28684,Residential,26,1988,Mixed,13640.475117216161,475.5429897230568,Oslo,Norway,59.85300945748185,10.80161785079852
38789,Education,28,2014,Timber,13652.389142887914,351.9654835878191,London,United Kingdom,51.63601690442007,-0.14319174729827422
17779,Education,15,2010,Timber,4421.184510088588,248.67453231838613,Paris,France,48.8389993475042,2.2940432079539352
29942,Healthcare,4,2001,Concrete,15576.87401159123,520.2349212340936,Lisbon,Portugal,38.753284713228325,-9.105735641178986
9314,Residential,8,2008,Timber,2165.123510456099,232.45904127722775,Stockholm,Sweden,59.21904978679458,17.908241168753893
10096,Residential,35,1990,Timber,3707.8342277494994,367.25774839040207,Berlin,Germany,52.410064586586934,13.318872242805408
42034,Healthcare,39,2004,Steel,39424.45974965503,937.9183458546657,Berlin,Germany,52.53313010012519,13.448043999421863
18558,Healthcare,13,1984,Mixed,8431.693469514637,454.34278852864736,Oslo,Norway,59.881481576270936,10.895970847233798
30332,Office,18,2012,Mixed,13681.977331106076,451.07402515844905,London,United Kingdom,51.65093192121284,-0.14164295852265057
3765,Residential,3,1991,Mixed,1393.925581320034,370.23255811953095,Paris,France,48.863763464574596,2.3780489247465555
39367,Office,7,2009,Mixed,14821.389459291255,376.4927339977965,London,United Kingdom,51.404708771678884,-0.2479302584525207
28909,Healthcare,27,1997,Mixed,17489.396892483444,604.9810402464092,Oslo,Norway,59.83980225888303,10.89995477334592
10930,Education,22,2003,Steel,7820.665450520841,715.5229140458225,Dublin,Ireland,53.39550631871262,-6.177814722503304
43964,Education,34,1990,Concrete,25963.86551826461,590.5710471809801,Rome,Italy,41.98957131345073,12.45171145272805
8373,Residential,18,2007,Mixed,3818.0639176224804,455.99712380538404,Amsterdam,Netherlands,52.31233184910753,4.88019406533767
15435,Education,5,2012,Steel,8463.217580008408,548.3134162622875,Oslo,Norway,59.87331023747584,10.71200594830955
41228,Office,34,1986,Timber,14159.727652590533,343.4492978701497,Stockholm,Sweden,59.27334438171876,17.93174150745695
11292,Residential,38,1983,Concrete,7632.571134384045,675.9273055600464,Dublin,Ireland,53.357856393227934,-6.117731636756718
14163,Education,31,2021,Concrete,9156.67024753337,646.5205286685991,Oslo,Norway,59.9733642971377,10.868191917238752
3413,Office,34,2021,Timber,1252.0101297142687,366.8356664852824,Berlin,Germany,52.521343240394,13.350036200555103
34560,Residential,14,2023,Steel,21272.10917505256,615.5124182596227,Stockholm,Sweden,59.25743295302611,17.998324167768835
2214,Residential,4,1998,Timber,479.78271766095395,216.70402785047602,London,United Kingdom,51.66484694880355,-0.16890658441129314
39756,Residential,18,1990,Mixed,17495.706830249732,440.07714131828476,Amsterdam,Netherlands,52.38635568029983,4.8681895603285215
45252,Healthcare,30,1981,Steel,39261.684872069825,867.6231961475698,London,United Kingdom,51.650662067363115,0.17312893090329817
23372,Healthcare,33,1985,Mixed,14562.9245815218,623.0927854493325,Berlin,Germany,52.50177705103485,13.318733282492177
32008,Healthcare,32,1984,Steel,26900.566876887566,840.4326067510488,Dublin,Ireland,53.308514363655604,-6.239410966421983
2777,Education,7,1994,Steel,1784.6034743222735,642.6371891689859,Paris,France,48.976250136336375,2.3050559572995883
36757,Education,24,2013,Concrete,18930.567312780822,515.0193789694704,Oslo,Norway,59.804340019055104,10.789356423418022
37901,Residential,8,2016,Timber,7526.933944510052,198.59460026147204,Paris,France,48.90518931538029,2.4426398333503454
4232,Office,16,2008,Steel,2582.0087415155003,610.1154871255909,London,United Kingdom,51.61706037199933,-0.0959693266436838
22700,Office,10,1985,Mixed,9457.279825011405,416.62025660843193,London,United Kingdom,51.423017019836806,-0.2015915978176019
45553,Healthcare,9,2020,Timber,12748.4790295614,279.8603611081905,Lisbon,Portugal,38.70527097898535,-9.192486754091203
2469,Education,36,2018,Steel,1709.773071979581,692.4961814417096,Stockholm,Sweden,59.225141181302426,18.024330214090497
16235,Residential,30,1991,Mixed,7476.573947929169,460.521955523817,Rome,Italy,41.93019434904371,12.564903413959986
33563,Healthcare,16,1986,Concrete,20979.477094229685,625.0775286544614,Oslo,Norway,59.91925171504654,10.812921125440306
47182,Education,12,1986,Mixed,17985.88760700852,381.20231459049046,Stockholm,Sweden,59.384154169927214,18.19052573915012
26032,Healthcare,34,2024,Steel,23272.60224612176,893.9997789690289,Rome,Italy,41.96969644198675,12.581203814208873
7284,Residential,31,2008,Concrete,4479.219471988012,614.9395211405838,Oslo,Norway,59.90074388691799,10.849060865303729
15692,Healthcare,9,2002,Mixed,7596.268157841777,484.0854038899934,Dublin,Ireland,53.30394175851203,-6.151738258329847
2764,Education,5,1992,Mixed,1075.9224629362782,389.26283029532493,Berlin,Germany,52.449331289368956,13.437884425519877
39367,Residential,3,2024,Timber,7338.438305960975,186.4109103045946,Paris,France,48.885358074438784,2.39462054166272
36418,Healthcare,33,1996,Concrete,26569.828750630128,729.5795691863949,Oslo,Norway,59.88812062281183,10.857085038960816
44642,Office,29,1999,Mixed,20152.133836943274,451.41646514366005,Berlin,Germany,52.50454189081352,13.30707759033424
16540,Residential,29,2020,Mixed,7446.810073411214,450.23035510345915,Stockholm,Sweden,59.2792108954871,17.959747069279118
38259,Residential,32,2004,Timber,13689.51161514575,357.8115375505306,Amsterdam,Netherlands,52.39883705667216,4.893055506255185
27853,Education,5,1997,Mixed,11002.315676318882,395.01366733633296,Lisbon,Portugal,38.71808745244253,-9.05304763772893
49760,Residential,12,2007,Concrete,25693.016940946985,516.3387648904137,Madrid,Spain,40.37573484199456,-3.609115443935785
34743,Office,22,1987,Timber,10391.467431274947,299.09528340313005,Stockholm,Sweden,59.228800644783966,18.199840368260773
26703,Residential,33,2010,Timber,9307.770442499179,348.56646977864585,Paris,France,48.809918701644015,2.228404297151439
7461,Residential,23,1986,Concrete,4312.782310261856,578.0434673987207,Berlin,Germany,52.44607901430291,13.50556043613096
2067,Office,30,1996,Timber,650.4665333965686,314.6911143669901,Rome,Italy,41.94046499588394,12.570393850711168
38306,Education,36,2002,Mixed,21617.340528218527,564.3330164522145,Amsterdam,Netherlands,52.37964517695378,4.909412598183688
28937,Education,36,2016,Steel,19506.1829660946,674.0914042953519,Amsterdam,Netherlands,52.37496142843877,4.94551260708644
44601,Education,19,1985,Mixed,19813.03124484045,444.22840844017963,Paris,France,48.89848035184087,2.451018905843136
22168,Healthcare,12,2024,Concrete,14125.7288406445,637.2125965646202,Stockholm,Sweden,59.24353995977145,18.189806437739062
10843,Office,24,2004,Timber,3071.8953018621264,283.30676951601276,London,United Kingdom,51.68888739839459,-0.07462005126443233
23538,Education,9,1991,Timber,5621.8903972998,238.8431641303339,Rome,Italy,41.91192337112894,12.455869038186245
39889,Education,37,2018,Mixed,22547.84769194707,565.2648021245724,Paris,France,48.959816429154394,2.352543710592408
8869,Healthcare,13,2010,Concrete,5162.503209863352,582.0840241135812,Dublin,Ireland,53.31556925977559,-6.2548670833895885
17412,Education,2,1995,Timber,3021.5578763615695,173.53307353328563,London,United Kingdom,51.618931153472104,0.014824470018378166
45645,Education,8,1992,Steel,27224.74197391726,596.4452179629151,Oslo,Norway,59.86522121132776,10.666131365467784
34382,Office,19,1985,Timber,10189.276606325224,296.35497080813286,Stockholm,Sweden,59.34291246921863,18.08702351940088
21080,Residential,37,2007,Concrete,13371.948244586918,634.3428958532694,Dublin,Ireland,53.369636243253304,-6.165604772414589
49137,Residential,28,1990,Steel,32665.58377381994,664.785879761075,Madrid,Spain,40.41713086708576,-3.7983008842785577
9168,Residential,14,2010,Timber,2316.7398250242013,252.69849749391378,Rome,Italy,41.991035032095624,12.448030319204403
24704,Residential,2,2001,Steel,12976.331094378937,525.2724698178002,Amsterdam,Netherlands,52.36970130139343,4.9120231966018695
37854,Office,25,2005,Timber,11660.381026741059,308.03563762722723,London,United Kingdom,51.423552960536085,0.11688064743410809
34837,Office,16,1995,Mixed,14292.882206183109,410.2787899699489,Oslo,Norway,59.913784281168944,10.864512690891576
8233,Office,15,2001,Mixed,3500.298907905127,425.15473192094345,Amsterdam,Netherlands,52.34103037218726,4.894140199898212
30401,Office,13,2006,Steel,18524.452205469024,609.3369364648868,Oslo,Norway,59.93902396318915,10.784872194799183
27205,Office,35,1993,Mixed,13574.201720081832,498.95981327262757,London,United Kingdom,51.53390637382898,-0.11451665597054728
2875,Education,11,2013,Concrete,1381.7182651253588,480.5976574349074,Amsterdam,Netherlands,52.38996005947632,4.956386515957642
17406,Education,27,2024,Steel,10817.457947931376,621.4786825193253,Amsterdam,Netherlands,52.35304242203272,4.932557146548732
41060,Office,15,2005,Mixed,18237.406454707918,444.1647943182639,Amsterdam,Netherlands,52.34063664052774,4.897014581828539
20648,Residential,36,1991,Concrete,13510.04177566014,654.3026818897782,Lisbon,Portugal,38.774329447522405,-9.112377669793341
2587,Healthcare,31,2012,Steel,2199.4015719513536,850.1745542912073,Lisbon,Portugal,38.706930450601874,-9.108717312057514
13041,Education,2,2017,Timber,2623.5507351429214,201.17711334582637,Amsterdam,Netherlands,52.38947475708313,4.853533687438859
14932,Education,28,1989,Concrete,9137.101441562638,611.9141067213125,Paris,France,48.886188267303666,2.259400909092266
10587,Residential,24,1981,Mixed,5061.038716940202,478.04276158876,Lisbon,Portugal,38.71497771316809,-9.186884185470673
16754,Office,1,2013,Mixed,5878.503008800396,350.8716132744656,Paris,France,48.87761169485219,2.4387895268801825
32115,Office,22,1999,Concrete,19037.18006143047,592.7815681591303,London,United Kingdom,51.593909533637095,0.11131761128040973
25599,Education,31,1992,Mixed,13273.391548930827,518.512111759476,Oslo,Norway,59.97489502065673,10.613030007170691
43733,Residential,1,1990,Timber,7310.0965042333655,167.15287092660841,Madrid,Spain,40.40591453614253,-3.719823572974418
43907,Residential,29,2022,Timber,13050.38351798034,297.22785701551777,Lisbon,Portugal,38.72177808017676,-9.064592437023597
16775,Residential,32,2021,Mixed,8930.96103250739,532.3970809244346,London,United Kingdom,51.5066589391456,0.06620097732349572
16184,Residential,30,2018,Timber,5211.427481330772,322.01109004762554,Dublin,Ireland,53.3406406286801,-6.129747766527587
24112,Office,20,1998,Mixed,10258.667079987645,425.45898639630246,Rome,Italy,41.89963974391234,12.487733554406315
18257,Residential,39,1988,Concrete,10808.597638902396,592.0248473956508,Stockholm,Sweden,59.2937203620243,18.07739034467697
49676,Education,39,1998,Concrete,31577.508746454787,635.6693120713179,London,United Kingdom,51.57252112572562,0.05060842958205447
42916,Healthcare,33,1981,Concrete,31507.960147778584,734.1774663943187,Paris,France,48.80220267166712,2.3249908112241253
19051,Healthcare,37,1983,Steel,18294.327711243957,960.2817548288256,Paris,France,48.9777066577049,2.3325723534936778
19976,Healthcare,19,1988,Mixed,10964.362087457883,548.8767564806709,Stockholm,Sweden,59.295421963538786,18.198369277005355
19824,Office,15,2014,Steel,12947.379507453617,653.1163996899525,Lisbon,Portugal,38.75578791835779,-9.139138481635827
5663,Education,23,2023,Steel,3521.548501339063,621.852110425404,Amsterdam,Netherlands,52.357231518563005,4.999841459788688
8036,Healthcare,33,1985,Steel,6598.665127718106,821.1380198753243,Dublin,Ireland,53.35440299652946,-6.188040855564047
22923,Healthcare,15,1987,Concrete,13826.979610873039,603.19240984483,Madrid,Spain,40.47400498510403,-3.6727788730712763
46771,Residential,16,2019,Concrete,25962.592589953332,555.1002242832809,Paris,France,48.917628741345915,2.2414849520214246
24616,Office,15,1983,Mixed,10941.45312760179,444.48542117329333,Lisbon,Portugal,38.77783392290675,-9.011757061175864
41879,Residential,33,2013,Timber,15389.958239382471,367.4862876234502,Amsterdam,Netherlands,52.3124956566084,4.821310249443222
46647,Office,15,2007,Timber,13080.189540017489,280.4079477783671,London,United Kingdom,51.55804514981512,-0.46003064508837654
45827,Education,32,2014,Steel,32102.804847439464,700.5216323878819,London,United Kingdom,51.621842396165235,-0.2015771942065091
30388,Office,5,1985,Concrete,13148.238194508063,432.6786295415316,Rome,Italy,41.961507251079595,12.501736790136816
4203,Office,36,2004,Timber,1576.564312758578,375.1045236161261,Stockholm,Sweden,59.36003052967835,18.179638729934194
48965,Residential,22,1985,Concrete,29126.522329983665,594.8437114261956,Paris,France,48.90351989301076,2.2373302623840265
10972,Office,8,1992,Timber,2419.404210562317,220.5071281956177,Oslo,Norway,59.98703171447532,10.708996771625866
49506,Education,11,2022,Mixed,20393.20151457808,411.93393759500015,Paris,France,48.83339003580689,2.2363466383782957
11141,Residential,9,2010,Concrete,5305.084606805933,476.17669929144,Amsterdam,Netherlands,52.30717353437474,4.845351723480103
26958,Healthcare,17,1998,Steel,20962.864973801865,777.6120251428839,Amsterdam,Netherlands,52.332700676849605,4.925591747068582
41088,Residential,11,1986,Concrete,19612.999810199613,477.341311580014,Dublin,Ireland,53.39577666581762,-6.2844575163216545
41931,Office,23,1992,Steel,26097.586544271366,622.3936119880605,Dublin,Ireland,53.395797935324886,-6.199385479945678
20230,Office,21,2011,Concrete,10842.77590243217,535.9750816822625,Dublin,Ireland,53.3478283667511,-6.263872660411737
48783,Residential,28,2016,Steel,30360.078316304927,622.3495544821951,Lisbon,Portugal,38.732168636870135,-9.10690260551206
8086,Residential,11,1993,Concrete,3761.8831725004948,465.2341296686241,London,United Kingdom,51.44481981653613,-0.14301044448055206
8848,Office,3,2008,Concrete,4389.896683221637,496.1456468378885,Paris,France,48.8966804473046,2.2334907788188185
41617,Healthcare,18,2009,Steel,30234.102155987723,726.4844211737444,Berlin,Germany,52.571768316682856,13.488661943323992
41958,Education,22,1996,Mixed,20466.108918245038,487.7760836609237,Berlin,Germany,52.475435758356845,13.571000801956812
41612,Healthcare,32,1990,Mixed,24016.780930525067,577.1599762214041,Rome,Italy,41.875873119640836,12.58216684539795
22550,Healthcare,30,2023,Mixed,12308.144213079575,545.8157078970987,Madrid,Spain,40.47010233039541,-3.6244305377966874
29876,Education,9,1983,Mixed,11286.00377361796,377.76154015323203,Lisbon,Portugal,38.732056322436094,-9.181295975280417
20257,Healthcare,19,2003,Timber,6612.201987271871,326.4156581562853,Lisbon,Portugal,38.75693346319072,-9.123454161736445
26557,Residential,13,1988,Steel,16455.648638331775,619.6350731758774,Rome,Italy,41.81447787965286,12.458073642497205
11892,Healthcare,16,1981,Steel,8943.194533580725,752.0345218281807,Oslo,Norway,59.81862143130167,10.74044258256122
32759,Healthcare,14,1995,Timber,10176.191591020193,310.63804118013957,London,United Kingdom,51.559401985970986,-0.2201963143179007
12595,Education,15,1997,Timber,3161.512785698799,251.01332161165533,Stockholm,Sweden,59.36851090029304,18.008654480838246
22966,Residential,7,1994,Mixed,8091.462374058469,352.32353801526034,Amsterdam,Netherlands,52.36426279352109,4.969968520919405
23684,Healthcare,31,2004,Mixed,15131.107461006697,638.8746605728212,Dublin,Ireland,53.36722826525131,-6.198261611854124
33583,Office,25,1988,Concrete,19204.311710368755,571.8462231000434,Madrid,Spain,40.38588957941574,-3.7058588105368124
6295,Healthcare,15,1980,Concrete,4119.627051521046,654.4284434505237,Amsterdam,Netherlands,52.392850775194376,4.915947422987954
7722,Office,10,2018,Timber,1682.4057785431,217.87176619309764,Dublin,Ireland,53.31867725282311,-6.133750838982011
35898,Education,29,1994,Timber,12450.60193486953,346.83274652820575,Stockholm,Sweden,59.24824886720761,17.962469542582465
46384,Education,39,2005,Concrete,31169.000078835008,671.977407701686,Madrid,Spain,40.30728508866034,-3.6194915770314093
23322,Education,17,2017,Mixed,10787.848181973524,462.56102315296823,Berlin,Germany,52.55853249535033,13.481140923653125
37558,Office,4,2012,Mixed,12929.900657113436,344.26488782984813,Dublin,Ireland,53.328428828909544,-6.18284434581379
26964,Office,11,1991,Concrete,12976.739756625877,481.26167321709977,Madrid,Spain,40.472592809295094,-3.7467957246542394
6912,Office,11,1988,Concrete,3792.682823757804,548.7098992705156,Dublin,Ireland,53.36882189194077,-6.1429986327583475
10472,Residential,17,2004,Timber,2985.0161716309362,285.0473807898144,Madrid,Spain,40.36053584207575,-3.706450264925067
5725,Office,30,1995,Steel,3971.532071172765,693.7173923445878,London,United Kingdom,51.521192884990924,-0.17791797175767216
36758,Education,16,1993,Steel,21448.58125439658,583.5078419499587,Stockholm,Sweden,59.267563408664316,18.016429620603247
44081,Residential,35,2002,Steel,28848.56230973987,654.4443708114578,Stockholm,Sweden,59.32463448490644,17.922328525531555
23620,Residential,1,1983,Mixed,9091.398332691493,384.902554305313,London,United Kingdom,51.56701277696586,0.01680685733481535
2695,Education,15,1992,Mixed,1099.0282616176753,407.8026944778016,Berlin,Germany,52.403671676799846,13.496198266426074
48829,Education,15,1989,Steel,33536.94244598252,686.8242734027426,Dublin,Ireland,53.39232237469852,-6.162144135754832
14662,Office,10,2016,Concrete,7827.093027916669,533.8352904049017,Amsterdam,Netherlands,52.327542990363945,4.993547990931817
18357,Healthcare,10,1999,Timber,4627.761304694316,252.09790841065077,Lisbon,Portugal,38.76641006711479,-9.09439051019924
21774,Office,28,2009,Steel,16280.927893730124,747.7233348824343,Paris,France,48.93768025814187,2.247535732054229
12319,Office,12,1983,Timber,2699.829976338753,219.15983248143138,Lisbon,Portugal,38.770101126709505,-9.177346049387062
4239,Office,22,2003,Timber,1207.1882682558985,284.78137963102114,London,United Kingdom,51.42113820330009,-0.30529945168576245
6105,Residential,18,1986,Concrete,3270.8991919126925,535.7738234091224,Amsterdam,Netherlands,52.35271472942991,4.952792639265123
16082,Residential,9,2010,Timber,3789.424619599508,235.63142765822084,Lisbon,Portugal,38.79457764972463,-9.173485184503104
13638,Healthcare,34,2011,Steel,12301.598856600744,902.0090084030461,Oslo,Norway,59.978240159480364,10.751696907229066
1352,Office,32,1998,Steel,909.8618735064771,672.9747585107079,Madrid,Spain,40.47804413411091,-3.745930281900883
5477,Residential,15,1985,Mixed,2228.8983785846613,406.9560669316525,Rome,Italy,41.945977823540716,12.482186580992552
39524,Healthcare,9,2011,Timber,10936.54264441422,276.7063719363986,Amsterdam,Netherlands,52.37562335898162,4.8551856595900125
44306,Office,12,1998,Steel,28376.510570312985,640.4665411075923,Berlin,Germany,52.42018953632721,13.588566471617712
27999,Residential,18,2023,Mixed,12323.111664341966,440.1268496854161,London,United Kingdom,51.69443427862874,-0.40567691440836484
38571,Education,10,2004,Timber,8820.526526824366,228.6828582827608,Paris,France,48.8759848581924,2.350580674234258
26287,Residential,35,2006,Steel,20039.28038539432,762.3266399891322,London,United Kingdom,51.452923573128366,0.06891303301327556
23211,Education,37,1994,Mixed,11834.465862461677,509.8645410564679,Berlin,Germany,52.47380354648224,13.340655062068226
23117,Residential,14,2020,Timber,5413.515512278446,234.1789813677573,Stockholm,Sweden,59.28772228718793,18.128093495331328
2785,Healthcare,39,2003,Concrete,2013.6522707161187,723.0349266485166,Oslo,Norway,59.97085161231079,10.834490633632964
34092,Education,17,1986,Timber,9122.256158832768,267.5776181753129,Lisbon,Portugal,38.78950851727663,-9.005589305075302
17105,Office,4,1997,Timber,3085.270100939603,180.37241163049416,Stockholm,Sweden,59.209213833935095,18.063163376348335
31363,Education,3,1993,Concrete,15323.71992683466,488.5922879454982,Paris,France,48.96388557073407,2.4716746412719397
8523,Education,24,2006,Steel,5193.1167469937,609.306200515511,Stockholm,Sweden,59.37255415549184,17.94887079634322
5611,Healthcare,29,1980,Timber,2085.5651415192237,371.6922369487121,Amsterdam,Netherlands,52.36284228289176,4.878989037204292
4747,Office,26,2000,Steel,3412.3857178079215,718.8510043833835,Amsterdam,Netherlands,52.381700048349764,4.881758603454235
33542,Residential,22,2016,Timber,8848.93767015742,263.8166379511484,Rome,Italy,41.89697174794322,12.470999023162788
38305,Office,36,2011,Concrete,22430.604654510073,585.5790276598375,Lisbon,Portugal,38.74301759084443,-9.024998260051206
21372,Residential,13,1980,Steel,13422.464496784965,628.039701328138,Amsterdam,Netherlands,52.30504555706201,4.820912572950868
27016,Healthcare,37,2020,Concrete,22054.450004618975,816.3477200406787,Oslo,Norway,59.98996584109727,10.766447738950992
31788,Healthcare,24,1985,Steel,23330.225261610813,733.9318378511015,London,United Kingdom,51.4482140047573,0.18478582447063185
19066,Office,29,1981,Steel,12267.751935892124,643.4360608356301,Rome,Italy,41.87470805926286,12.53399398481933
3963,Healthcare,3,2022,Steel,2676.1762908721307,675.2905099349307,London,United Kingdom,51.409364068101624,0.17680588520537543
5512,Education,16,1990,Timber,1291.3553517548542,234.2807241935512,Oslo,Norway,59.99786990280841,10.611787583545208
14025,Residential,1,2003,Mixed,5344.963328898031,381.1025546451359,London,United Kingdom,51.582308771049284,-0.21813015422220156
8773,Education,27,2001,Concrete,5298.068695334295,603.9061547172341,Dublin,Ireland,53.31883850093349,-6.288750661136965
16700,Office,10,1995,Timber,4165.170779036446,249.41142389439796,Rome,Italy,41.93084715598906,12.506723386261843
13243,Healthcare,36,1996,Steel,10738.192908829056,810.858031324402,Berlin,Germany,52.4909901553684,13.441235499103813
18263,Education,27,2016,Concrete,9705.64223745093,531.4374548240119,Rome,Italy,41.832434145427435,12.59698295320338
5242,Office,17,2024,Concrete,2634.578594539954,502.5903461541308,Lisbon,Portugal,38.72341990597881,-9.146073120156158
32587,Healthcare,37,1981,Steel,30073.508680315306,922.8682812261118,Madrid,Spain,40.398649498605195,-3.6841740391929902
13751,Office,16,1981,Concrete,7482.283573524628,544.1265052377738,Lisbon,Portugal,38.72983377435875,-9.147394832851443
21125,Healthcare,13,1998,Timber,5700.502316052299,269.8462634817656,Amsterdam,Netherlands,52.31747867150451,4.997420017184823
38633,Education,11,2010,Steel,25218.81780153362,652.779173285368,London,United Kingdom,51.50458074083286,0.005260295084899225
37860,Education,14,2007,Steel,21415.10731207344,565.6393901762663,Berlin,Germany,52.425715915702334,13.305514296932573
37656,Education,9,1996,Timber,7880.4408153632,209.2745064628001,Amsterdam,Netherlands,52.34045195244582,4.872722289838013
8226,Healthcare,36,1982,Concrete,6010.815557981486,730.709404082359,Dublin,Ireland,53.35971166200155,-6.215162988850804
17940,Education,12,1980,Steel,10516.253204287807,586.1902566492646,Rome,Italy,41.90868117043965,12.460952182559465
27224,Office,32,1989,Mixed,13040.728772636357,479.01589673216125,Madrid,Spain,40.33760314343925,-3.669372653341629
2074,Healthcare,4,1994,Steel,1485.0718612814792,716.0423632022562,Lisbon,Portugal,38.766373436069394,-9.066843119706226
3176,Residential,35,2010,Timber,1019.9290262473363,321.1363432768691,Berlin,Germany,52.504091218427874,13.558243258806021
14411,Office,29,2005,Mixed,7063.117875539185,490.1198997667882,Paris,France,48.92895134531802,2.3018981861444328
43454,Education,21,2020,Timber,11562.589354204605,266.08803226871186,Madrid,Spain,40.32325473605857,-3.6927179233839937
6241,Office,35,2017,Mixed,3274.7169138204254,524.7102890274676,Stockholm,Sweden,59.32155255374869,18.02141176229875
29149,Office,19,2001,Concrete,16238.750070935639,557.0945854381158,London,United Kingdom,51.51506035373019,0.08563414725736063
12109,Education,39,2012,Steel,9594.78074991234,792.3677223480336,Amsterdam,Netherlands,52.330846921258264,4.804009199906512
48661,Healthcare,33,1992,Mixed,31079.418641429515,638.6925595739815,Lisbon,Portugal,38.75441831489768,-9.198398371865244
43865,Education,34,2007,Timber,15341.45888536725,349.74259398990654,London,United Kingdom,51.66331388820908,0.06920499185466988
17450,Healthcare,7,2003,Timber,4409.619025994353,252.70023071600875,Stockholm,Sweden,59.31389647762732,18.158334056018425
40220,Healthcare,7,2012,Steel,30307.299630993937,753.5380316010427,Oslo,Norway,59.88097197792363,10.751905165984244
40032,Office,5,2017,Concrete,17970.276358177038,448.8977907218484,London,United Kingdom,51.52449932751123,-0.27114052982171355
2184,Residential,33,1987,Mixed,1062.7562948117259,486.61002509694407,Stockholm,Sweden,59.39232040511497,18.130892649165094
20517,Residential,31,2021,Mixed,10875.742541164955,530.0844441762906,Dublin,Ireland,53.30563818538532,-6.226123470483483
1690,Office,16,2003,Concrete,869.6970628953682,514.6136466836498,Berlin,Germany,52.54467893777099,13.382212476911283
47732,Office,2,1986,Mixed,15756.08071003931,330.0947102580933,Berlin,Germany,52.5671870980033,13.344589964673366
17799,Office,21,2018,Mixed,7857.168876853705,441.4387817772743,Lisbon,Portugal,38.78307673885947,-9.14151698322315
38138,Office,20,2021,Steel,23137.861667361103,606.6878616435341,Amsterdam,Netherlands,52.34589697180653,4.847685435790696
36165,Healthcare,20,1982,Timber,13234.555049012126,365.9492616898141,Lisbon,Portugal,38.75005808894483,-9.028882221184887
18118,Office,37,2024,Steel,12487.449938984575,689.228940224339,Rome,Italy,41.90571684028749,12.562120769652031
28757,Healthcare,35,2016,Mixed,17571.89970587164,611.0477346688334,Stockholm,Sweden,59.27851755007222,18.002606799274393
49671,Healthcare,38,2001,Concrete,37133.90322860506,747.5972545067556,Rome,Italy,41.92446332744971,12.541343715408912
36007,Healthcare,4,2006,Mixed,16672.59542162938,463.0376155089116,Rome,Italy,41.94685440610614,12.474221218219908
12528,Residential,9,1988,Timber,2838.2804701516648,226.55495451402177,Dublin,Ireland,53.33829373822916,-6.2555835623582015
14824,Office,12,1985,Steel,9657.536306686923,651.4797832357611,Paris,France,48.999516518589196,2.46608263326486
45476,Residential,8,1982,Concrete,24500.078946487145,538.7474480272483,Madrid,Spain,40.360915073257715,-3.7647920635690055
26745,Residential,39,1995,Timber,10279.698970404923,384.3596549039044,Amsterdam,Netherlands,52.38057468921781,4.920502272714946
35622,Office,25,2011,Concrete,20371.549329815163,571.8811220542127,Rome,Italy,41.92770874548038,12.410119370735316
31554,Office,25,1992,Mixed,15516.900091338743,491.75699091521653,Dublin,Ireland,53.37295169285731,-6.230542466769465
10777,Residential,9,2020,Concrete,5762.640633295931,534.7165846985182,Stockholm,Sweden,59.31537665499539,17.912285459644842
