GFA_sqm,Building_Type,Num_Floors,Year_Built,Structure_Type,Actual_Scope3_tCO2e,Intensity_kgCO2e_m2
34844,Education,27,1996,Mixed,17247.15819865233,494.9821547081945
9222,Residential,37,2020,Steel,7058.613863095434,765.4103082948855
34718,Education,3,1996,Concrete,14750.162012572802,424.8563284916413
28426,Residential,1,2008,Mixed,10554.96770621315,371.31385725086716
44675,Office,26,1987,Concrete,24244.0073884895,542.6750394737437
25506,Education,27,1995,Concrete,15967.875825447682,626.0439043929931
39805,Healthcare,16,1991,Timber,12079.194711232893,303.4592315345533
44290,Office,3,1991,Concrete,22005.506765011105,496.85045755274564
14621,Office,37,1980,Concrete,8364.023403359904,572.0554957499422
15002,Healthcare,27,1987,Mixed,8090.9751783148895,539.3264350296554
27074,Education,31,2018,Timber,8743.377971745726,322.94370878871706
28894,Residential,18,1983,Timber,7321.397118902917,253.38814698217337
2634,Education,38,2012,Concrete,1848.0572534777853,701.616269353753
25816,Office,26,1987,Concrete,15206.153636660416,589.0205158297341
15633,Residential,37,2005,Mixed,9062.061554504748,579.6751458136473
19061,Office,35,2008,Mixed,9462.24407148749,496.41907934984994
41641,Healthcare,2,1996,Concrete,23468.863101271127,563.5998919639568
15393,Education,1,2003,Steel,7764.658270817686,504.42787441159527
5861,Healthcare,31,2010,Timber,2288.3849263881616,390.4427446490636
35763,Office,10,2010,Steel,21938.795118830956,613.4495181844632
18430,Residential,23,1994,Concrete,10804.44364338498,586.2421944321748
21860,Healthcare,39,1987,Concrete,18052.588122565936,825.8274529993566
41078,Education,37,1984,Timber,15236.682809338117,370.9207558629465
2320,Education,20,1989,Concrete,1350.3878351743822,582.0637220579233
37375,Residential,14,2020,Steel,22782.815171876675,609.5736500836568
23426,Healthcare,7,1988,Timber,6158.19842254227,262.87878521908436
20796,Healthcare,3,1994,Steel,13423.230040866087,645.4717272968882
16930,Residential,6,1981,Steel,9554.365936503871,564.3453004432292
25252,Office,4,1983,Steel,14322.515199842474,567.183399328468
45627,Healthcare,23,2024,Concrete,33799.411925394386,740.7765561048147
10461,Office,15,2013,Mixed,4792.6768010015185,458.147098843468
49703,Office,27,2001,Timber,15028.141768391932,302.3588469185347
35370,Education,17,2003,Mixed,16017.870464669539,452.86600126292166
36416,Education,3,1994,Steel,21918.027116589834,601.8790398887805
44039,Residential,23,2018,Steel,28697.325633311997,651.634361209655
4651,Healthcare,20,2007,Concrete,3051.124510627825,656.014730300543
5830,Office,33,2018,Mixed,2893.9154589343093,496.38344064053337
18032,Healthcare,28,2010,Steel,15477.956322861823,858.3604881800035
6942,Office,10,1995,Concrete,3719.2373645142598,535.7587675762402
7259,Residential,3,2007,Steel,4366.101901814678,601.474294229877
37556,Healthcare,17,1986,Mixed,18876.82338562132,502.6313607844637
26040,Healthcare,15,2015,Mixed,12651.045865336826,485.8312544292176
40242,Office,31,1983,Timber,13954.52482296923,346.7651911676664
37745,Education,30,2024,Mixed,18806.591218982958,498.25384074666727
24708,Office,23,2000,Mixed,10654.237588768208,431.20598950818396
3379,Office,30,2012,Concrete,1934.437113822364,572.4880478906078
10748,Healthcare,1,2022,Mixed,4740.030447695122,441.01511422544866
5533,Healthcare,22,2011,Concrete,4003.262160979877,723.5246992553547
30945,Office,39,2002,Timber,10452.145561537223,337.7652467777419
32909,Residential,29,1982,Timber,11345.58604753009,344.75632950044337
17246,Office,37,2015,Timber,5687.8192605035065,329.80512933454173
29702,Healthcare,34,1980,Concrete,23231.831522517386,782.1638786114534
5522,Healthcare,15,1996,Mixed,2588.248373710132,468.71575040024123
41455,Residential,34,2011,Timber,15529.072380948444,374.600708743178
27219,Healthcare,39,1999,Mixed,18542.281548897306,681.2256713654913
10496,Residential,36,1986,Concrete,6047.851767143769,576.2053894001305
4712,Healthcare,25,1995,Steel,4156.44666963045,882.0981896499258
10497,Residential,39,2018,Steel,8308.624187079628,791.5236912527033
17950,Residential,9,1994,Steel,11451.215557312224,637.9507274268649
40763,Office,8,2011,Timber,8672.86707242982,212.76321841939554
19066,Office,29,2010,Concrete,10315.335725637775,541.0330287232653
28484,Education,3,1980,Mixed,9748.213926448196,342.2347256862869
10901,Education,31,1986,Steel,7050.458657921888,646.7717326779092
18659,Education,3,2009,Timber,3367.6499491987056,180.48394604205507
28569,Office,14,2014,Mixed,12002.891208934407,420.13690394953994
33646,Residential,39,2010,Steel,25765.888778301363,765.7935201302193
4123,Education,14,2015,Timber,1067.5917336457953,258.9356618107677
48924,Office,22,1987,Timber,13604.329026856603,278.0706611654117
5799,Healthcare,4,1990,Concrete,3042.4051639151776,524.6430701698876
37534,Residential,16,2019,Steel,25774.385026354645,686.6943311758578
24194,Residential,9,1984,Timber,5081.211878553078,210.01950394945354
48901,Education,21,2014,Concrete,29069.773570620895,594.4617404679024
4044,Residential,25,2011,Timber,1163.7224166286578,287.76518709907464
20775,Education,30,2011,Timber,6572.410189083756,316.3615012796032
28326,Office,25,2015,Mixed,12243.704911245582,432.242636138021
47637,Education,13,1989,Timber,11150.641932437517,234.0752342178877
5507,Office,16,1995,Concrete,2791.2057367738794,506.84687430068624
38622,Healthcare,11,1985,Steel,25361.749859252697,656.6658862630806
16819,Office,38,2007,Steel,13282.396522496867,789.7256984658343
21511,Office,8,2019,Mixed,9036.144257042764,420.07085942274944
35889,Residential,39,2018,Concrete,22699.200016248076,632.4834912159179
33881,Healthcare,10,1998,Concrete,20332.41645782138,600.1126430099873
39785,Healthcare,29,1983,Steel,33901.95543390912,852.1290796508513
11832,Education,10,2006,Steel,7544.782565996144,637.6591080118445
15571,Healthcare,31,2000,Mixed,9680.685611377914,621.7125175889739
2965,Office,26,2017,Timber,955.1443395344232,322.13974351919836
16154,Office,3,1993,Steel,9828.233090878563,608.4086350673866
5352,Education,17,2013,Concrete,2675.6647859941068,499.93736659082714
8504,Education,3,2013,Mixed,2929.0639487995195,344.43367224829717
39305,Residential,26,2010,Steel,28056.202655220448,713.8074711924805
6084,Office,25,2017,Concrete,3677.463062807758,604.4482351755026
14414,Office,26,2016,Mixed,6622.13521432672,459.42383892928547
12795,Healthcare,9,2002,Timber,3225.323828137931,252.07689160906065
22651,Education,23,2022,Timber,6133.954642431014,270.80281852593765
14986,Healthcare,7,2001,Concrete,8452.487846275617,564.0256136577884
30533,Education,34,1992,Mixed,16176.950578447611,529.8185759161436
36424,Healthcare,34,2013,Mixed,20527.965238776087,563.5834954638724
20213,Healthcare,34,1990,Steel,16656.24182520243,824.0361067235159
9758,Office,2,2013,Steel,5194.25345170451,532.3071788998268
29363,Healthcare,26,2007,Timber,9961.64858719612,339.2585426283459
23289,Healthcare,27,2010,Timber,8146.619210311965,349.8054536610402
49650,Residential,34,2018,Mixed,25339.61730532983,510.36490040946285
34236,Office,18,2000,Timber,9629.329405989167,281.26327275350997
10628,Residential,25,1992,Concrete,6060.5744286890495,570.2459944193686
41658,Healthcare,1,2017,Timber,10162.583097654333,243.9527365128987
46588,Healthcare,22,1994,Concrete,28555.632235053206,612.939646154658
13703,Education,4,2023,Steel,7700.29787038431,561.9424848853762
11176,Office,33,1986,Steel,8003.456273058184,716.1288719629728
26909,Residential,6,1981,Steel,15661.179677528587,582.0052650610795
7506,Education,8,2018,Steel,4547.269607611328,605.817959980193
15609,Office,27,1994,Mixed,6846.8796544605,438.6494749478186
10039,Office,15,2021,Concrete,4902.852346524026,488.3805505054315
46959,Education,10,1984,Mixed,18954.765720925905,403.6450035334207
24253,Residential,23,1992,Steel,17661.376781701278,728.2141088401962
4675,Healthcare,37,2003,Mixed,3223.5132034802155,689.521540851383
4247,Healthcare,30,2023,Steel,3794.52299012982,893.4596162302379
22859,Office,14,1998,Timber,5814.614570623794,254.36872000629046
23315,Office,32,1990,Concrete,14714.693583142169,631.1256093991923
48299,Office,17,1996,Mixed,20437.027027497134,423.13561414309066
29887,Education,29,1983,Concrete,16412.731983729238,549.1595671606129
13572,Education,36,2014,Mixed,7864.9312154560275,579.4968475873878
29390,Education,8,1981,Steel,17581.83705799144,598.2251465801784
37510,Office,36,2017,Timber,13331.702397479652,355.4172859898601
1164,Education,26,2019,Timber,342.3176413837152,294.0873207763876
25230,Residential,23,2009,Concrete,14146.060810424598,560.6841383442171
24533,Residential,10,2018,Concrete,11285.338658754177,460.00646715665334
39957,Education,18,1992,Steel,23514.934682363608,588.5060110209376
41351,Residential,17,2017,Timber,11332.04123534015,274.0451557481113
38438,Healthcare,20,1994,Timber,14128.913124429682,367.5766981744545
3366,Office,8,2010,Mixed,1414.9511766316512,420.36576845860105
10907,Healthcare,15,1997,Steel,8028.6398475701535,736.0997384771389
21426,Residential,6,2004,Steel,13242.133217936003,618.0403816828155
26469,Residential,32,1992,Steel,19880.354089416996,751.0806637733574
47339,Healthcare,24,2002,Steel,39040.57897547239,824.7022323131538
25723,Residential,16,1982,Steel,15660.681796168708,608.8201918970847
25491,Healthcare,25,2002,Mixed,13526.041984660387,530.6202967580866
34166,Office,17,2013,Steel,20045.547538449748,586.7104003526824
45291,Office,13,1983,Timber,10250.471270938746,226.3246841743116
1160,Office,33,1999,Mixed,590.46587173696,509.0223032215173
35593,Residential,27,2000,Mixed,15728.438139744192,441.8969499548842
34944,Healthcare,9,1996,Steel,23931.124026732046,684.8421482008941
2499,Education,7,2005,Timber,490.5461434805599,196.29697618269705
22260,Residential,39,1998,Timber,9174.817511693736,412.1661056466189
11965,Healthcare,37,2009,Concrete,9895.142396519228,827.0073043476162
7218,Office,37,1997,Mixed,3564.1269100078243,493.7831684688036
11046,Office,12,2002,Concrete,5897.538173645492,533.9071314182049
47260,Residential,25,1983,Concrete,26065.913835059368,551.5428234248702
7654,Residential,14,1987,Timber,1813.506109541949,236.93573419675317
7360,Education,17,2011,Mixed,3320.746362880276,451.18836452177663
13925,Office,27,1984,Mixed,6777.81264955585,486.73699458210774
10886,Office,10,2005,Concrete,5201.021244877287,477.77156392405726
5576,Education,20,2018,Steel,3504.125893361849,628.4300382643202
31635,Office,22,1997,Mixed,13479.816031266666,426.1045054928612
21130,Healthcare,34,1982,Mixed,12734.830955343044,602.6895861496945
25883,Residential,29,2011,Timber,9108.174947646852,351.8979618918538
23852,Education,37,2006,Timber,8861.14902140735,371.5054930994193
40103,Education,21,2003,Mixed,19625.446094522922,489.3760091395387
40127,Healthcare,10,1981,Timber,10825.10002424567,269.77097775177987
5274,Healthcare,11,1996,Mixed,2512.5855682517,476.40985366926424
22148,Office,21,1988,Mixed,9355.457465697491,422.40642341057844
29894,Healthcare,20,2006,Mixed,15824.800105480208,529.3637554519371
34691,Office,23,1985,Timber,9569.104149661902,275.8382332496008
46243,Education,4,2018,Steel,27332.740011943653,591.0676213036277
26535,Education,34,1992,Concrete,18023.272782245484,679.2264097322586
42477,Healthcare,39,2009,Concrete,31673.53280192786,745.6631306807886
20283,Residential,39,1982,Steel,15775.679194382476,777.778395423876
23695,Residential,34,1984,Timber,9088.15515746905,383.54737950913903
20861,Education,15,2005,Concrete,11771.635634718243,564.2891344958651
33490,Office,9,2002,Timber,8153.072778104987,243.44797784726745
5389,Residential,18,1995,Timber,1544.2415653257403,286.5543821350418
39090,Healthcare,6,1982,Concrete,23637.649303770777,604.6981147037804
1458,Healthcare,22,1982,Concrete,980.2460040032855,672.3223621421712
43967,Residential,1,2023,Timber,7673.13240843809,174.5202631163848
46487,Residential,27,2023,Mixed,24129.352207944594,519.055912576518
38078,Healthcare,2,1986,Concrete,21618.43504695419,567.7408227048214
34706,Education,14,1982,Concrete,16587.23868071122,477.9357655941687
37176,Healthcare,3,1989,Steel,23230.16890540466,624.8700480257332
22314,Healthcare,39,1989,Mixed,15321.642126761315,686.6380804320747
42901,Education,11,2012,Mixed,16067.897110671338,374.5343257889405
23293,Residential,26,2001,Steel,14915.264009670942,640.3324608110137
4656,Education,18,2022,Mixed,2008.2396376725678,431.3229462355171
40909,Healthcare,7,2012,Concrete,23636.56817324578,577.7840615328114
43837,Education,39,1988,Timber,17821.29331815083,406.5354225460417
43583,Healthcare,9,1992,Mixed,18726.27212322275,429.66918576561386
42862,Office,17,2003,Concrete,24341.691724881726,567.9084439569252
6280,Healthcare,21,1989,Steel,4984.7016431246,793.742299860605
19405,Office,6,2021,Timber,4271.075340977958,220.10179546395042
13178,Office,5,2004,Timber,2903.040389433369,220.29445966257163
4545,Healthcare,31,2011,Steel,3551.823807818106,781.4793856585493
19688,Residential,14,1987,Concrete,9831.892651891128,499.3850392061728
28041,Healthcare,36,1980,Timber,11935.768485812241,425.6541666064777
36807,Office,20,2015,Timber,10732.824775414674,291.59738026502225
14944,Residential,10,1987,Timber,3385.2615846129042,226.52981695750162
12386,Residential,11,1985,Steel,7635.859646957806,616.491171238318
10047,Education,18,2014,Mixed,4216.760148212429,419.7034087998835
24634,Office,24,2013,Concrete,13402.584741267556,544.0685532705836
31273,Residential,8,2012,Timber,7342.045358336065,234.77265878988473
33573,Education,28,1989,Steel,21324.114859271085,635.1566693256809
27504,Education,5,2021,Concrete,12939.459094927864,470.457355109361
18044,Residential,21,1980,Timber,5295.270967058082,293.4643630601907
34087,Residential,8,1996,Steel,19112.458300492606,560.6964033353656
16494,Office,7,2018,Concrete,8153.403015393398,494.32539198456396
33539,Office,15,1981,Timber,9035.923287205449,269.4154055638346
32241,Residential,33,1986,Timber,10559.24892384184,327.50996941291646
19595,Residential,13,1995,Mixed,7320.95736924909,373.61354270217356
41920,Healthcare,38,2017,Concrete,31325.637051579266,747.2718762304214
39206,Healthcare,26,1992,Mixed,20496.008817719394,522.7773508575063
28190,Education,1,1987,Timber,4983.515994892765,176.7831143984663
3674,Residential,37,1982,Timber,1454.6813044014127,395.93938606461967
38555,Education,23,1984,Timber,10666.108851166966,276.64657894350836
24216,Residential,22,1992,Mixed,11923.59511527137,492.3849981529307
24487,Healthcare,37,2010,Steel,20702.686062499328,845.45620380199
25298,Residential,8,2019,Steel,13957.50677473072,551.7237241968029
27267,Office,17,2002,Steel,18816.81731476409,690.0948881345249
22471,Education,31,1986,Concrete,13924.87742620376,619.6821425928424
3802,Education,9,1989,Steel,2093.7666804517276,550.7013888615801
7105,Residential,1,2009,Steel,3809.9630493368127,536.2368823837878
43949,Education,18,1980,Concrete,22954.55025522024,522.2997168358835
31078,Office,8,2019,Steel,19620.31511257474,631.3248958290346
22387,Office,29,2004,Timber,6710.177091469665,299.7354308960408
10560,Residential,29,1990,Mixed,5337.119858225589,505.4090774834839
23821,Residential,17,1981,Mixed,9407.058145024512,394.9060973521058
42443,Education,16,1993,Mixed,19810.04864821278,466.7447788378009
32644,Healthcare,6,1980,Timber,8418.329233523054,257.88289528008374
26534,Education,3,1980,Steel,15819.670371943244,596.203752617142
41605,Office,32,2012,Mixed,20466.00500183137,491.9121500259914
7659,Residential,23,2023,Steel,5583.944984804176,729.0697199117608
35254,Office,10,2014,Timber,8498.35898131951,241.06084362964515
12723,Office,1,1980,Concrete,5630.632382816039,442.55540224915813
12719,Residential,22,2001,Concrete,6521.02252753473,512.6993102865579
5190,Office,6,1993,Steel,3200.1750790175033,616.604061467727
16735,Office,23,1981,Timber,5162.578427956738,308.48989709929714
41821,Healthcare,28,2018,Mixed,25894.606069025143,619.1771136277264
4845,Residential,30,2014,Steel,3342.289696698378,689.843074653948
33252,Residential,32,2021,Concrete,19295.571682264872,580.2830410882013
15862,Residential,17,2006,Concrete,8368.926033115702,527.6085003855568
26028,Healthcare,24,2006,Mixed,14115.479526110077,542.319022825806
48482,Education,38,2023,Concrete,33441.17248306377,689.7647061396759
15175,Healthcare,4,1984,Steel,9377.335860025329,617.9463499192968
13393,Residential,7,2001,Concrete,6253.811785559603,466.94629922792524
40311,Office,15,1984,Timber,10072.475819624164,249.8691627502211
18412,Residential,23,1994,Concrete,10260.684222461487,557.2824365881754
16764,Education,2,2001,Mixed,6205.784380451809,370.1851813679199
20523,Healthcare,30,1998,Mixed,12807.863687421352,624.0736582089047
17308,Residential,29,2002,Steel,13197.40319081044,762.5030731921909
25491,Residential,33,1986,Timber,8100.650280011327,317.78471931314294
2783,Education,39,2013,Timber,981.0108941327097,352.501219594937
11872,Office,24,1984,Timber,3448.485060206379,290.47212434352923
18978,Office,33,2011,Timber,6927.092040191082,365.00643061392566
45555,Office,9,1990,Steel,25618.906668166277,562.37310214392
48969,Office,7,2010,Mixed,18451.788145153256,376.80549215122335
4359,Residential,10,2020,Mixed,1730.986704079096,397.1063785453306
48434,Residential,20,1999,Timber,12416.448894429244,256.3581140196813
18422,Healthcare,34,2003,Steel,15456.457155124152,839.0216673067067
13606,Office,27,2000,Steel,9127.386527352804,670.8354055088053
19883,Office,16,2010,Concrete,9618.915333004601,483.7758554043455
29357,Education,33,2000,Mixed,13651.491177217431,465.01656086171715
19409,Residential,15,1985,Concrete,10100.270218419104,520.3910669493073
14440,Office,1,2007,Mixed,5596.289225783671,387.554655525185
28712,Healthcare,26,2022,Steel,24194.924748455487,842.6763983162263
16784,Healthcare,7,1991,Timber,4535.602837547132,270.2337248300246
15718,Office,14,2013,Mixed,6923.368641623493,440.47389245600544
32862,Education,1,2015,Timber,5558.715392080865,169.1532892727425
46609,Education,5,1998,Timber,8829.441103928973,189.4363986339328
23539,Healthcare,19,1991,Mixed,12299.321087545402,522.508224119351
36921,Healthcare,34,2012,Steel,33115.370245203136,896.9250628423698
26656,Office,29,2024,Steel,17230.76756314811,646.4123485574771
2983,Office,38,2012,Concrete,1893.3767435443863,634.7223411144439
8894,Office,11,2003,Mixed,3377.84725012242,379.78943671266245
45179,Office,10,2004,Timber,10013.54944934996,221.64167974833347
8054,Education,6,2016,Concrete,3579.363265806526,444.420569382484
31486,Healthcare,13,1996,Timber,8555.468745208942,271.7229481423154
17128,Residential,12,2016,Timber,4044.7404569471532,236.1478547960739
47115,Healthcare,15,2017,Concrete,30083.37552094008,638.5095090934964
22087,Residential,20,2015,Concrete,11141.624822438638,504.4426505382641
10457,Residential,3,2008,Timber,2213.092243175903,211.63739535009117
38790,Education,22,2014,Concrete,21427.339048811555,552.3933758394317
26600,Residential,19,1986,Mixed,12444.692104053684,467.84556782156704
14149,Education,29,2010,Concrete,8717.955854933754,616.1534988291578
27243,Residential,1,2020,Timber,4913.28697390093,180.35043768677937
44406,Healthcare,15,2018,Concrete,27324.398946654925,615.3312378204505
46331,Residential,16,1982,Mixed,20202.634904020357,436.0500508087535
11978,Residential,26,1984,Concrete,7370.1830343734355,615.3099878421635
30473,Healthcare,34,1999,Concrete,21761.091947817116,714.1105879899293
43381,Office,39,1991,Mixed,24435.07090701113,563.2666583760432
2373,Residential,38,2024,Concrete,1629.2697635477693,686.5864995987229
8837,Healthcare,37,2018,Timber,3818.463116256173,432.09948130091357
23863,Office,21,1983,Steel,14237.732369872538,596.6446955484448
47413,Education,19,1984,Mixed,19057.138029409864,401.93908905595225
37523,Residential,31,2009,Steel,27067.962655001764,721.369897263059
46416,Education,4,1984,Steel,25573.84003249364,550.9703557500353
23735,Education,30,1992,Mixed,12057.798613712072,508.0176369796534
3919,Office,15,1999,Mixed,1795.232216748191,458.0842604613909
18540,Education,32,1985,Concrete,11117.467050409603,599.6476294719312
43844,Office,5,2004,Steel,25930.967727419044,591.4370889384875
32478,Healthcare,8,1988,Steel,22025.92245663854,678.1797665077448
37814,Office,26,2021,Timber,11912.796010948261,315.03665338097693
34290,Office,27,2009,Timber,11403.204157160051,332.5518855981351
25500,Office,1,1982,Timber,4609.688451373492,180.77209613229383
34053,Healthcare,5,1994,Concrete,17974.589521550177,527.8415858088914
35234,Office,8,1987,Timber,7757.266860120375,220.16424079356233
44048,Office,11,2024,Steel,26870.98124158067,610.0386224477994
17025,Education,37,1988,Timber,6533.026356041111,383.7313571830315
24733,Healthcare,3,2011,Steel,15791.435180312204,638.4763344645698
10602,Healthcare,24,1992,Timber,3613.434405489195,340.8257315119029
29830,Education,26,1997,Concrete,17284.843226897498,579.4449623498994
46167,Education,38,1995,Timber,18112.360911231433,392.32267444779677
7647,Office,3,2017,Mixed,2728.871616133248,356.8551871496336
3056,Residential,17,1996,Steel,2109.699588418511,690.3467239589369
47515,Residential,27,2022,Timber,13575.220654713328,285.70389676340795
32317,Healthcare,25,1989,Steel,26958.108538334203,834.1773227197513
12251,Residential,21,2018,Mixed,5719.60451215039,466.86837908337196
4061,Healthcare,26,1988,Mixed,2443.4476761326887,601.6862044158307
17361,Healthcare,36,1988,Concrete,14213.404940613538,818.6973642424709
30476,Office,38,1998,Mixed,15871.275379005367,520.7794782453526
8564,Healthcare,20,2015,Timber,3003.417264570153,350.70262313990577
5318,Residential,25,2008,Mixed,2481.5397250433225,466.6302604444006
34193,Office,2,1983,Mixed,11468.429905748757,335.4028574781024
35892,Residential,21,2003,Concrete,18741.083513549504,522.1521094826006
33063,Healthcare,26,2011,Mixed,17824.86108814735,539.1180802754544
18568,Healthcare,31,1997,Timber,7979.285674696452,429.73317937830956
9172,Office,31,1989,Timber,3253.146753323152,354.6823760709935
32170,Education,39,1987,Steel,24709.734528019413,768.0986797643585
22653,Office,20,1985,Steel,15791.38134107493,697.0988982066362
23135,Office,17,2010,Steel,14993.200066375446,648.0743490977068
11680,Education,37,1983,Concrete,7653.860686782497,655.2962916765837
27309,Education,8,2000,Steel,15293.247593479498,560.0076016507195
15498,Office,15,1986,Timber,3723.1069295083284,240.23144467081744
20920,Education,4,2001,Mixed,7922.787478289141,378.7183307021578
11349,Education,15,2023,Timber,2736.3362753072797,241.1081395107304
39629,Residential,9,2013,Mixed,16013.714069935892,404.0907938614624
3860,Residential,20,1987,Concrete,2031.344087941612,526.2549450625938
25312,Education,16,1990,Concrete,14098.264359500925,556.9794705871099
29925,Residential,18,2014,Concrete,16944.12982639661,566.2198772396528
11983,Education,27,2007,Concrete,6879.281167736831,574.0867201649696
44209,Education,15,2010,Steel,25542.221800722426,577.7606777064042
22242,Office,29,2023,Timber,6626.3264440094335,297.9195415884108
32676,Healthcare,5,1983,Mixed,15901.467191021704,486.640567726212
47110,Office,3,1982,Concrete,23345.553065008866,495.5540875612156
21169,Healthcare,2,2003,Timber,4721.638488515915,223.04494725853445
6023,Education,23,2013,Steel,3811.9515893204566,632.8991514727638
12201,Healthcare,15,2000,Timber,3422.4840011554006,280.508483005934
16365,Education,33,1996,Concrete,9558.30437577163,584.0699282475789
40878,Healthcare,6,1983,Steel,26235.91865886693,641.8102318818663
30024,Office,35,1984,Steel,23044.33161054505,767.5303627279859
40219,Office,14,2008,Mixed,16939.42210447769,421.1795943329692
46852,Office,36,2016,Steel,34495.427396942454,736.2637111957324
9315,Healthcare,24,1998,Mixed,5000.172633666199,536.7871855787653
32376,Education,34,2022,Timber,11527.839290264652,356.0612580388143
22788,Education,22,2017,Concrete,12679.194376025634,556.3978574699681
46489,Residential,5,2009,Timber,8970.512513182513,192.95989402186567
32449,Healthcare,21,1999,Timber,10543.508090371526,324.9255166683573
20984,Office,14,1998,Concrete,10604.475050499848,505.3600386246592
12628,Residential,6,1984,Timber,2606.079250495883,206.37307970350676
25437,Education,1,1992,Timber,4594.5139487264505,180.62326330646107
9066,Healthcare,25,2012,Mixed,5140.072328239836,566.9614304257485
36001,Residential,23,2003,Steel,23096.33894274929,641.5471498777615
10332,Residential,23,2010,Mixed,4377.261702099878,423.6606370596087
49322,Office,36,1984,Concrete,33940.45811386074,688.1403453603006
14317,Office,10,2011,Timber,3104.2245406766915,216.8208801199058
36539,Residential,15,2023,Concrete,20197.998837879288,552.7791903959958
16923,Residential,6,1983,Timber,3269.8087190725028,193.21684802177526
4538,Healthcare,31,2023,Mixed,2836.170949293138,624.9825802761433
1205,Education,18,2006,Timber,322.6447716241027,267.7549971984255
20504,Residential,15,1998,Steel,14022.620000373716,683.8968006424949
22551,Education,8,1980,Timber,5342.3112616471035,236.8990848142922
35571,Residential,30,2012,Timber,11528.962622196925,324.1112879086032
46168,Healthcare,3,2022,Timber,10455.611397020048,226.46879650450632
6902,Residential,7,2022,Concrete,3326.090017362599,481.90234966134443
37497,Education,22,2005,Timber,10090.545473312364,269.1027408409303
25852,Healthcare,29,2022,Steel,21926.822191021023,848.1673445389533
46037,Education,27,1988,Steel,30722.831290200564,667.3508545344085
11715,Residential,31,1980,Mixed,6112.849952905243,521.7968376359576
45065,Education,16,1983,Mixed,20555.168114093154,456.122669790151
26038,Office,28,1988,Concrete,14047.04696228543,539.48256249656
48305,Education,9,2010,Concrete,26080.4486115143,539.9119886453639
10808,Education,10,2007,Concrete,5389.966235349655,498.70153917002733
32217,Education,1,1982,Timber,5761.549544818109,178.83569372747644
19212,Office,15,2002,Concrete,9156.287390938942,476.59209821668446
47728,Healthcare,39,1984,Steel,43304.03229704141,907.3087558045888
9793,Office,8,2001,Mixed,3859.5613488365325,394.1143009125429
32369,Healthcare,10,1988,Concrete,18426.762378956748,569.2719076572259
36899,Education,31,1998,Timber,11263.408397526524,305.24969233655446
45846,Education,5,1993,Steel,28678.520689490266,625.5403020872108
25619,Education,19,2003,Mixed,10546.106946187501,411.6517797801437
14335,Healthcare,17,2004,Concrete,9787.429853860003,682.7645520655741
19075,Education,28,2001,Mixed,9455.263852592981,495.6887996116898
30097,Residential,8,2017,Mixed,12220.09681170757,406.02375026439745
33632,Healthcare,25,2017,Mixed,18270.551784848572,543.2490421279904
33818,Office,34,2024,Steel,22835.832181559446,675.2567325554274
3787,Office,6,2017,Mixed,1472.4012629411648,388.8041359760139
21614,Healthcare,26,1994,Mixed,13012.124034799263,602.0229496992349
45339,Education,38,2020,Timber,15109.645447547766,333.2593451012983
47607,Healthcare,32,2016,Concrete,35876.403624486346,753.5951356835411
49246,Residential,23,2009,Timber,15197.483526672046,308.6034099555709
41422,Office,1,2020,Concrete,20234.709455682812,488.5015077901312
38083,Healthcare,21,2024,Mixed,21660.900065507,568.7813477275163
20192,Office,4,1982,Steel,12033.938688394219,595.9755689577169
38586,Residential,20,2002,Concrete,20983.244371309615,543.8046019621006
23437,Residential,23,1981,Steel,14395.349645998407,614.2146881426124
38538,Healthcare,10,1993,Timber,11343.459492470285,294.3447893629738
7242,Residential,33,1980,Concrete,4146.794557704001,572.6035014780449
18667,Residential,36,1992,Concrete,10685.829436316977,572.4449261432998
30425,Education,3,1999,Concrete,13281.578770343407,436.535045861739
40865,Residential,22,1982,Timber,12129.62792957774,296.82192413012945
17775,Healthcare,9,1994,Mixed,8656.718243869578,487.01649754540523
21748,Healthcare,21,2020,Steel,17994.953163864455,827.4302539941355
49943,Education,22,1999,Mixed,23266.082688377304,465.85272587504363
28977,Education,18,2022,Timber,8098.177555448815,279.4691498584676
13938,Residential,22,2023,Concrete,7338.291995923891,526.495336197725
25406,Residential,1,1989,Steel,13705.705456135629,539.4672697841308
21710,Residential,9,2010,Timber,5054.685029521891,232.82750020828607
37324,Healthcare,18,2012,Mixed,19422.0797907685,520.3643712026712
29936,Healthcare,30,1987,Mixed,17695.771231584014,591.1200972602892
18536,Education,15,2004,Concrete,9050.62024674937,488.27256402402725
20629,Healthcare,26,2019,Timber,7411.957898054993,359.29797363202255
10241,Residential,19,2023,Mixed,4351.779508904473,424.93696991548416
2658,Education,36,2000,Steel,1908.4492907867955,718.0019905142195
42150,Residential,13,2015,Mixed,19150.289909225634,454.33665265066753
4476,Residential,18,1994,Timber,1108.8428904090872,247.73076193232512
33795,Education,8,2008,Steel,19555.15551109968,578.6404944843817
2264,Office,24,2015,Steel,1554.9226313626002,686.8032824039753
10217,Residential,3,2009,Mixed,4060.722284791657,397.44761522870283
44257,Healthcare,19,2005,Mixed,25441.88386115043,574.8668879759231
14487,Residential,14,1982,Concrete,8239.645980063871,568.7613708886499
46957,Residential,23,2007,Concrete,25767.096517586684,548.7381331342864
18580,Office,2,2020,Steel,9477.779264123346,510.1065265943674
48004,Healthcare,3,2024,Mixed,20725.70543910975,431.74955085221546
